transaction_id,customer_id,transaction_date,amount,channel,merchant_city,items,discount
T0000841,C004822,2025-04-22,733.27,store,Chennai,5,0.048
T0000842,C003295,2024-03-13,7112.52,phone,Chennai,7,0.091
T0000843,C003950,2025-08-20,1275.41,mobile,Bengaluru,3,0.074
T0000844,C001142,2024-09-26,868.77,mobile,Bhopal,6,
T0000845,C005732,2025-09-01,1152.33,mobile,Delhi,5,0.049
T0000846,C004091,2025-01-14,2626.33,mobile,Pune,10,0.104
T0000847,C002162,2024-05-04,1710.27,online,Mumbai,5,0.015
T0000848,C001042,2025-04-18,1040.88,store,Bengaluru,5,0.136
T0000849,C003549,2024-05-24,435.16,mobile,Mumbai,5,0.122
T0000850,C003193,2025-07-14,2628.8,store,Mumbai,2,0.17
T0000851,C001879,2024-05-26,791.07,mobile,Chennai,4,
T0000852,C003517,2024-06-14,14570.98,store,Lucknow,10,0.089
T0000853,C004933,2025-09-07,981.76,store,Pune,1,0.073
T0000854,C004480,2024-09-24,347.16,online,Kolkata,8,0.095
T0000855,C004597,2024-11-08,1677.91,store,Delhi,6,0.025
T0000856,C005180,2024-05-21,926.77,store,Bengaluru,7,
T0000857,C004249,2024-08-05,1210.76,online,Bengaluru,10,0.028
T0000858,C000369,2025-10-07,522.08,store,Ahmedabad,3,0.011
T0000859,C000137,2025-08-24,5372.34,store,Mumbai,9,0.076
T0000860,C000931,2025-06-27,3676.57,mobile,Delhi,4,0.041
T0000861,C002932,2024-11-13,2191.82,mobile,Pune,10,0.076
T0000862,C002005,2024-06-28,1521.76,store,Bhopal,8,0.048
T0000863,C002394,2024-04-03,1440.0,store,Lucknow,10,0.002
T0000864,C004606,2025-10-08,393.38,online,Kolkata,5,0.045
T0000865,C003483,2024-08-23,2055.91,store,Chennai,10,0.105
T0000866,C006126,2024-02-29,1765.16,online,Kochi,5,0.113
T0000867,C001308,2024-10-22,1953.03,store,Lucknow,4,0.002
T0000868,C000640,2024-06-21,9775.62,store,Mumbai,4,
T0000869,C002503,2024-01-27,2596.74,store,Bengaluru,6,0.005
T0000870,C004890,2024-04-18,5047.23,store,Lucknow,1,0.035
T0000871,C003608,2025-07-14,322.78,online,Kolkata,2,
T0000872,C005600,2024-01-27,510.41,store,Kolkata,4,0.022
T0000873,C003475,2025-02-19,4625.41,online,Kochi,3,0.198
T0000874,C005533,2025-08-01,1462.92,mobile,Delhi,1,
T0000875,C002729,2024-06-01,2920.03,online,Bhopal,9,0.137
T0000876,C001160,2024-03-26,2655.22,online,Bhopal,10,0.149
T0000877,C000801,2024-07-03,1558.57,mobile,Ahmedabad,3,0.022
T0000878,C006003,2024-09-02,2509.48,store,Jaipur,6,
T0000879,C005346,2024-04-26,5361.14,online,Pune,7,0.043
T0000880,C006085,2024-01-29,1699.9,online,Jaipur,1,0.064
T0000881,C001125,2025-12-03,910.73,mobile,Bengaluru,4,0.033
T0000882,C002348,2025-09-11,483.69,mobile,Hyderabad,7,0.063
T0000883,C001054,2024-03-22,807.24,online,Lucknow,6,0.062
T0000884,C000299,2025-11-28,638.18,online,Chennai,1,0.026
T0000885,C003269,2024-12-10,4873.64,online,Kochi,8,0.026
T0000886,C005615,2024-09-16,421.15,online,Pune,7,
T0000887,C001255,2024-08-03,13650.69,mobile,Delhi,4,0.065
T0000888,C001190,2025-10-22,781.37,store,Bhopal,1,0.037
T0000889,C005448,2024-08-29,1093.26,store,Bhopal,2,0.086
T0000890,C000985,2024-01-19,2401.55,phone,Jaipur,11,0.09
T0000891,C004144,2025-07-02,599.72,store,Delhi,5,0.079
T0000892,C005897,2024-01-22,1824.67,mobile,Hyderabad,9,0.089
T0000893,C006224,2025-01-28,662.48,store,Lucknow,6,0.155
T0000894,C000248,2025-07-16,1266.8,store,Delhi,4,0.066
T0000895,C004720,2025-06-22,1299.81,store,Kochi,3,0.153
T0000896,C005876,2025-10-12,711.51,store,Chennai,11,0.05
T0000897,C000087,2024-11-04,3075.61,online,Delhi,9,0.148
T0000898,C004143,2025-04-12,9501.11,mobile,Kolkata,11,0.042
T0000899,C000120,2025-01-02,2228.85,mobile,Bhopal,10,0.008
T0000900,C006111,2025-08-05,1171.78,store,Jaipur,4,0.059
T0000901,C001220,2024-12-03,1500.65,store,Hyderabad,4,0.015
T0000902,C005326,2025-09-02,1675.16,store,Mumbai,10,0.009
T0000903,C000233,2025-12-11,2770.05,online,Lucknow,11,0.215
T0000904,C006247,2025-06-27,1527.74,online,Bhopal,10,0.017
T0000905,C001058,2025-03-04,2441.99,phone,Mumbai,5,0.028
T0000906,C001282,2024-05-27,2257.35,mobile,Mumbai,10,
T0000907,C000262,2025-03-05,5557.34,online,Bengaluru,6,0.006
T0000908,C005769,2025-09-04,1216.24,mobile,Bhopal,1,0.129
T0000909,C000379,2024-07-14,673.94,store,Kolkata,10,0.089
T0000910,C005471,2025-09-08,2182.91,mobile,Lucknow,6,0.028
T0000911,C000791,2024-07-05,1495.78,mobile,Delhi,4,0.016
T0000912,C003027,2025-08-12,2097.94,online,Ahmedabad,11,0.035
T0000913,C001869,2024-02-25,1528.84,online,Kolkata,6,
T0000914,C005654,2024-06-05,2237.82,mobile,Jaipur,1,0.025
T0000915,C005181,2024-05-15,5247.17,store,Chennai,10,0.178
T0000916,C000401,2025-05-03,978.4,mobile,Kolkata,4,0.198
T0000917,C003486,2024-10-03,10707.77,store,Delhi,10,0.023
T0000918,C001529,2024-03-20,1477.05,mobile,Mumbai,8,0.095
T0000919,C000924,2024-05-31,1798.27,mobile,Chennai,3,0.041
T0000920,C000088,2025-04-02,1274.48,store,Kolkata,11,
T0000921,C002706,2025-02-12,1089.07,mobile,Bengaluru,7,0.031
T0000922,C005029,2025-10-18,3251.24,online,Ahmedabad,8,0.056
T0000923,C002915,2025-03-20,12099.55,mobile,Pune,7,0.121
T0000924,C000383,2025-03-16,1555.53,mobile,Delhi,6,0.151
T0000925,C002626,2024-04-01,2975.69,store,Jaipur,6,0.15
T0000926,C004968,2024-11-06,4017.55,mobile,Jaipur,2,0.125
T0000927,C002378,2024-09-06,1132.2,online,Lucknow,11,
T0000928,C004726,2024-07-14,1554.18,online,Jaipur,5,0.018
T0000929,C006024,2025-02-17,3271.89,store,Bengaluru,11,0.143
T0000930,C004076,2024-06-26,2468.21,store,Jaipur,11,0.096
T0000931,C003411,2025-05-15,1068.18,online,Bengaluru,4,0.054
T0000932,C001364,2024-12-09,4661.19,online,Kochi,6,0.116
T0000933,C004244,2025-09-26,1230.36,store,Kolkata,9,0.082
T0000934,C000016,2024-01-23,7252.35,mobile,Hyderabad,6,0.106
T0000935,C002007,2025-12-02,1165.15,online,Mumbai,7,0.047
T0000936,C004332,2025-05-09,1227.57,online,Hyderabad,3,0.052
T0000937,C005188,2024-11-08,4564.25,online,Pune,5,0.163
T0000938,C001302,2025-02-10,295.53,online,Bhopal,6,0.147
T0000939,C003095,2024-07-18,1183.79,mobile,Hyderabad,1,0.115
T0000940,C001334,2024-04-10,3679.99,mobile,Mumbai,8,0.041
T0000941,C000945,2024-07-11,5838.69,online,Pune,10,0.064
T0000942,C003100,2024-12-03,1228.21,online,Bengaluru,9,0.011
T0000943,C000857,2025-09-27,2095.79,online,Pune,11,0.003
T0000944,C005917,2025-06-30,2768.04,online,Pune,1,0.036
T0000945,C001440,2025-10-22,3886.45,mobile,Pune,8,0.082
T0000946,C005742,2024-12-22,809.36,store,Kochi,2,0.038
T0000947,C000328,2025-06-30,634.28,mobile,Kochi,8,0.094
T0000948,C004131,2025-11-30,850.29,mobile,Ahmedabad,5,0.049
T0000949,C003517,2024-08-26,1570.25,mobile,Mumbai,7,0.046
T0000950,C002612,2024-06-20,170.97,store,Ahmedabad,1,0.038
T0000951,C002175,2025-02-21,5568.38,online,Kolkata,5,0.064
T0000952,C003587,2024-08-10,2800.75,store,Bhopal,1,0.103
T0000953,C000364,2025-12-29,800.27,store,Mumbai,1,0.009
T0000954,C003240,2025-11-06,1119.19,mobile,Delhi,4,
T0000955,C003473,2024-02-20,3990.79,online,Delhi,9,0.149
T0000956,C001996,2024-06-13,2060.72,online,Bengaluru,6,0.049
T0000957,C005685,2025-11-19,11398.01,online,Pune,9,0.007
T0000958,C006190,2024-06-04,1885.78,store,Ahmedabad,10,0.026
T0000959,C002456,2025-08-09,2459.04,mobile,Lucknow,9,0.026
T0000960,C001441,2025-05-21,1187.53,online,Bhopal,7,0.023
T0000961,C003035,2024-03-02,1710.99,mobile,Ahmedabad,9,0.105
T0000962,C005171,2024-07-16,2079.9,store,Kochi,2,
T0000963,C000954,2025-07-13,2156.15,online,Chennai,4,0.082
T0000964,C001627,2025-08-15,3090.53,mobile,Jaipur,9,0.066
T0000965,C001777,2025-02-22,1044.45,online,Bhopal,5,0.091
T0000966,C005598,2024-03-10,1890.79,online,Chennai,10,0.006
T0000967,C003466,2025-06-23,1096.68,online,Chennai,7,0.092
T0000968,C003852,2025-09-13,7144.07,online,Pune,11,0.01
T0000969,C005360,2025-06-24,1054.35,store,Jaipur,4,0.08
T0000970,C005603,2024-08-20,1659.77,phone,Ahmedabad,7,0.091
T0000971,C002663,2024-10-18,671.99,online,Ahmedabad,9,0.05
T0000972,C003171,2025-10-24,6391.81,online,Bhopal,6,0.124
T0000973,C002575,2025-01-05,6383.43,mobile,Jaipur,3,0.042
T0000974,C005180,2025-02-27,584.28,phone,Chennai,8,
T0000975,C005690,2024-09-11,2863.91,online,Delhi,10,
T0000976,C005523,2025-07-23,1431.54,store,Mumbai,3,0.184
T0000977,C005806,2025-05-07,1718.4,mobile,Hyderabad,8,0.028
T0000978,C002688,2025-12-01,402.1,online,Bhopal,11,0.086
T0000979,C003092,2024-08-10,1861.67,mobile,Jaipur,8,0.122
T0000980,C000146,2025-02-03,2631.01,online,Delhi,8,0.036
T0000981,C000379,2025-05-12,1039.74,mobile,Lucknow,3,0.003
T0000982,C005018,2025-03-09,594.03,mobile,Kochi,8,0.011
T0000983,C000954,2024-08-01,287.43,online,Lucknow,5,0.037
T0000984,C003162,2025-01-21,956.36,store,Hyderabad,7,0.014
T0000985,C004593,2025-09-04,2585.38,online,Kolkata,3,0.044
T0000986,C001301,2025-05-09,2212.53,store,Pune,7,
T0000987,C001252,2024-01-24,3003.47,online,Bhopal,7,0.204
T0000988,C003971,2025-09-27,2361.35,online,Pune,4,
T0000989,C004139,2024-10-03,2984.84,online,Bengaluru,9,0.086
T0000990,C003288,2025-07-01,338.16,mobile,Bengaluru,8,0.038
T0000991,C005989,2024-01-21,2053.46,store,Bengaluru,1,0.059
T0000992,C002555,2024-12-21,295.99,online,Kolkata,3,0.016
T0000993,C005346,2025-08-13,2842.08,mobile,Mumbai,4,0.054
T0000994,C003990,2025-10-28,658.73,online,Lucknow,5,0.023
T0000995,C003243,2024-08-05,224.35,mobile,Pune,8,0.014
T0000996,C003864,2025-07-04,2038.52,online,Bhopal,11,0.001
T0000997,C003235,2025-12-27,2827.32,mobile,Bhopal,7,0.138
T0000998,C000012,2024-02-25,2350.27,mobile,Kochi,10,0.011
T0000999,C004525,2024-01-27,2832.6,phone,Mumbai,4,0.303
T0001000,C003533,2024-02-19,462.48,store,Chennai,3,0.033
T0001001,C004076,2025-10-15,2762.14,store,Bhopal,7,0.114
T0001002,C001934,2024-01-01,634.49,store,Delhi,9,0.08
T0001003,C000940,2024-11-08,1998.28,online,Chennai,5,0.044
T0001004,C005710,2025-06-27,1656.2,store,Kochi,9,0.051
T0001005,C002593,2024-01-21,642.87,store,Pune,5,0.018
T0001006,C005561,2024-11-17,630.1,online,Chennai,5,0.068
T0001007,C002312,2024-04-02,1347.08,mobile,Ahmedabad,6,0.089
T0001008,C000620,2024-06-16,10719.79,store,Lucknow,6,0.053
T0001009,C002661,2025-08-23,2175.43,online,Jaipur,4,0.016
T0001010,C003884,2024-12-09,603.53,phone,Delhi,2,0.012
T0001011,C004419,2024-05-25,1188.26,store,Delhi,5,0.156
T0001012,C004460,2025-01-09,981.42,store,Mumbai,2,0.074
T0001013,C006080,2025-03-03,3028.98,store,Bhopal,10,
T0001014,C004053,2025-10-30,368.86,store,Delhi,9,0.021
T0001015,C001215,2025-10-01,2761.71,store,Chennai,4,0.124
T0001016,C004804,2024-02-14,4078.95,online,Lucknow,8,0.048
T0001017,C006094,2024-09-19,2392.13,mobile,Kolkata,4,0.051
T0001018,C002445,2024-06-14,2654.62,online,Pune,5,0.136
T0001019,C004940,2025-06-14,1662.21,mobile,Kochi,2,0.017
T0001020,C005491,2025-07-29,4692.68,online,Bengaluru,10,0.122
T0001021,C004779,2024-01-04,697.86,mobile,Bengaluru,7,0.01
T0001022,C003201,2024-06-20,1041.77,online,Bengaluru,10,0.01
T0001023,C001547,2025-06-16,6397.13,mobile,Mumbai,7,0.024
T0001024,C000265,2024-11-02,2037.34,store,Jaipur,6,0.072
T0001025,C002062,2025-09-17,996.5,store,Bengaluru,10,0.074
T0001026,C005075,2024-11-25,2369.86,store,Lucknow,11,0.09
T0001027,C004408,2025-04-06,1299.08,store,Ahmedabad,1,0.124
T0001028,C003199,2025-05-01,1402.64,store,Delhi,1,0.034
T0001029,C005989,2025-01-11,1684.18,mobile,Delhi,6,0.052
T0001030,C000019,2024-03-08,1550.91,store,Bhopal,7,0.025
T0001031,C005839,2024-11-03,7425.59,store,Jaipur,6,0.12
T0001032,C003248,2024-11-29,12854.88,store,Kochi,11,0.016
T0001033,C003847,2024-04-05,920.95,online,Mumbai,6,0.024
T0001034,C005642,2025-01-02,1417.32,online,Ahmedabad,5,0.215
T0001035,C003449,2024-01-04,1403.66,store,Mumbai,2,0.029
T0001036,C004196,2024-02-03,4488.46,online,Mumbai,4,0.03
T0001037,C005975,2025-07-05,4906.43,online,Jaipur,4,0.026
T0001038,C005688,2024-11-21,1037.7,online,Bhopal,3,0.069
T0001039,C004531,2024-02-23,2453.65,online,Mumbai,11,0.022
T0001040,C006181,2024-02-29,4125.74,mobile,Kolkata,9,0.032
T0001041,C005875,2025-11-22,3656.5,online,Mumbai,1,0.136
T0001042,C004743,2024-12-27,2090.74,store,Mumbai,9,0.028
T0001043,C002426,2025-01-06,3259.66,online,Delhi,6,0.035
T0001044,C002111,2025-01-04,6400.89,store,Kochi,7,
T0001045,C001410,2024-02-11,2103.6,online,Delhi,10,0.044
T0001046,C004465,2025-08-22,2495.69,online,Jaipur,5,0.223
T0001047,C004554,2025-08-03,1465.59,store,Hyderabad,10,0.019
T0001048,C003904,2025-08-30,8157.28,store,Jaipur,11,0.11
T0001049,C003041,2024-04-01,695.77,mobile,Kochi,7,0.019
T0001050,C001063,2024-12-25,6284.85,mobile,Lucknow,11,0.031
T0001051,C004069,2025-11-03,4923.5,online,Bhopal,2,0.085
T0001052,C002634,2024-08-27,3105.8,store,Jaipur,7,0.03
T0001053,C005462,2024-12-07,2462.97,online,Mumbai,10,0.038
T0001054,C003467,2025-12-22,522.73,online,Bhopal,7,0.057
T0001055,C002281,2024-08-31,2118.89,store,Bhopal,7,0.025
T0001056,C000151,2024-04-10,3453.47,mobile,Bengaluru,4,0.007
T0001057,C004973,2024-11-04,61092.67653848984,online,Lucknow,9,0.013
T0001058,C000801,2024-08-21,450.71,online,Lucknow,5,0.076
T0001059,C005990,2024-07-11,827.93,store,Kolkata,2,0.092
T0001060,C002526,2024-02-17,5488.43,store,Pune,11,
T0001061,C005898,2024-05-12,786.47,mobile,Mumbai,1,0.018
T0001062,C002465,2024-12-10,494.7,store,Ahmedabad,10,0.189
T0001063,C004747,2025-06-15,568.91,store,Chennai,4,0.127
T0001064,C005987,2024-07-07,5573.58,mobile,Kolkata,3,0.022
T0001065,C003429,2024-12-03,11879.49,online,Ahmedabad,2,0.029
T0001066,C002773,2024-01-13,657.28,online,Hyderabad,9,0.041
T0001067,C001505,2024-08-02,4454.5,store,Lucknow,6,0.04
T0001068,C001062,2024-06-19,7775.82,store,Kochi,2,0.078
T0001069,C001250,2025-04-02,821.69,phone,Pune,8,0.02
T0001070,C004279,2025-05-10,2619.41,phone,Ahmedabad,7,0.0
T0001071,C000946,2024-12-10,10967.24,mobile,Bhopal,2,0.141
T0001072,C004131,2024-04-06,1840.96,online,Kolkata,1,0.104
T0001073,C003761,2024-07-14,929.14,store,Jaipur,9,0.015
T0001074,C003032,2024-07-31,5833.53,store,Chennai,1,0.037
T0001075,C000069,bad-date,2101.62,online,Kochi,10,0.083
T0001076,C001244,2024-08-13,2575.42,phone,Bengaluru,8,0.119
T0001077,C001009,2025-03-20,550.71,online,Kolkata,10,0.056
T0001078,C005030,2025-10-19,2691.44,mobile,Bhopal,3,0.042
T0001079,C005110,2024-10-22,196.38,mobile,Pune,9,0.052
T0001080,C004326,2025-08-26,1404.5,store,Bhopal,2,0.029
T0001081,C003391,2024-03-24,16591.48,store,Pune,4,0.075
T0001082,C004591,2024-01-16,1190.66,store,Kolkata,2,0.155
T0001083,C006214,2024-01-17,4776.71,store,Pune,5,
T0001084,C005138,2024-06-10,3145.07,online,Jaipur,11,
T0001085,C002654,2024-05-13,993.34,online,Lucknow,2,0.022
T0001086,C004238,2025-11-02,491.14,store,Chennai,9,0.09
T0001087,C005709,2025-08-02,11054.1,store,Delhi,2,0.066
T0001088,C004102,2024-10-10,3009.5,online,Bengaluru,10,0.034
T0001089,C002940,2025-09-08,290.18,store,Kolkata,7,0.072
T0001090,C003839,2025-01-20,3445.61,mobile,Chennai,9,0.208
T0001091,C001837,2025-07-29,501.34,online,Hyderabad,8,0.127
T0001092,C000936,2024-03-09,1814.67,store,Hyderabad,11,0.112
T0001093,C003528,2025-01-09,931.84,online,Jaipur,5,0.097
T0001094,C006139,2024-04-16,1418.95,online,Kolkata,8,0.069
T0001095,C003445,2024-04-24,847.75,store,Mumbai,8,0.119
T0001096,C000739,2025-02-08,7250.53,online,Chennai,5,0.061
T0001097,C004571,2024-10-22,9718.54,store,Kochi,9,0.004
T0001098,C005833,2024-03-17,3252.98,online,Lucknow,7,0.029
T0001099,C004246,2024-02-11,7688.04,store,Lucknow,10,0.003
T0001100,C000065,2024-03-10,3222.7,online,Delhi,1,
T0001101,C000338,2025-06-01,972.99,online,Kolkata,1,0.024
T0001102,C000488,2024-03-05,2447.36,online,Bengaluru,7,0.02
T0001103,C005006,2024-06-21,982.35,online,Jaipur,9,0.092
T0001104,C003276,2025-02-23,837.44,online,Hyderabad,7,0.06
T0001105,C004497,2024-01-11,2719.29,online,Delhi,6,0.009
T0001106,C000116,2024-05-26,3531.92,store,Pune,1,0.081
T0001107,C005079,2024-10-17,1524.22,online,Chennai,8,0.105
T0001108,C001702,2024-12-21,19348.82,store,Kochi,10,0.096
T0001109,C000150,2025-09-16,1145.27,online,Jaipur,7,0.038
T0001110,C006240,2025-01-31,1769.98,store,Bhopal,8,0.141
T0001111,C002866,2025-11-28,1729.48,online,Mumbai,3,0.088
T0001112,C003706,2024-05-01,952.21,store,Jaipur,9,0.035
T0001113,C001459,2025-10-11,1321.35,online,Lucknow,7,0.08
T0001114,C005330,2024-05-04,4279.53,online,Kolkata,6,0.086
T0001115,C001602,2024-09-20,1249.44,online,Jaipur,7,0.006
T0001116,C004337,2025-07-21,5204.2,mobile,Chennai,2,0.077
T0001117,C003809,2025-09-08,4248.11,online,Kolkata,11,0.061
T0001118,C001496,2025-05-31,1531.33,store,Chennai,5,0.005
T0001119,C003802,2025-05-23,1017.8,online,Bengaluru,4,0.084
T0001120,C005822,2024-07-22,394.51,store,Delhi,10,0.014
T0001121,C002219,2025-12-22,2209.42,mobile,Bengaluru,1,0.017
T0001122,C005960,2025-08-10,1491.78,store,Kolkata,6,
T0001123,C003223,2025-01-06,9260.18,store,Mumbai,1,0.054
T0001124,C005529,2025-02-08,1428.73,online,Hyderabad,8,0.042
T0001125,C002923,2024-03-19,1983.76,store,Bengaluru,3,0.134
T0001126,C000432,2024-07-20,471.62,online,Pune,8,0.128
T0001127,C005040,2025-03-17,561.48,online,Ahmedabad,10,0.021
T0001128,C003952,2025-09-26,1006.54,online,Pune,4,0.007
T0001129,C001889,2025-01-06,10577.64,online,Pune,10,0.023
T0001130,C003869,2024-12-12,3083.82,online,Ahmedabad,4,0.051
T0001131,C005125,2024-09-19,1042.73,mobile,Bhopal,10,0.212
T0001132,C004003,2024-01-18,4508.83,online,Ahmedabad,3,0.076
T0001133,C001754,2025-08-31,1270.23,store,Kochi,2,0.085
T0001134,C001805,2024-05-19,7978.75,online,Ahmedabad,11,0.02
T0001135,C002479,2025-08-02,3578.47,mobile,Lucknow,8,0.019
T0001136,C003012,2025-09-10,852.5,online,Kochi,8,0.025
T0001137,C005111,2024-09-28,1145.53,phone,Chennai,5,0.011
T0001138,C003628,2025-09-11,1648.83,store,Kolkata,8,0.161
T0001139,C002511,2024-12-20,1453.55,mobile,Kochi,9,0.05
T0001140,C003877,2025-10-02,3337.87,store,Bhopal,6,
T0001141,C003081,2025-08-26,2881.49,online,Ahmedabad,8,0.066
T0001142,C000526,2024-01-19,880.04,online,Kochi,9,0.037
T0001143,C001963,2025-11-21,1464.68,mobile,Mumbai,4,0.02
T0001144,C004210,2025-09-23,2494.69,store,Hyderabad,11,0.098
T0001145,C004959,2024-03-18,2318.38,online,Bengaluru,4,0.011
T0001146,C004348,2025-11-19,858.96,store,Lucknow,6,0.088
T0001147,C000353,2025-12-21,1308.61,online,Bengaluru,2,0.051
T0001148,C000748,2024-09-25,2493.9,mobile,Pune,7,0.016
T0001149,C002060,2024-03-24,6283.92,online,Lucknow,11,0.03
T0001150,C003062,2025-11-28,9987.64,online,Kolkata,8,0.254
T0001151,C004903,2024-08-20,2650.07,store,Mumbai,11,0.008
T0001152,C000257,2025-04-07,728.97,online,Kolkata,5,0.122
T0001153,C001793,2024-05-02,340.87,online,Pune,1,0.063
T0001154,C000882,2024-02-01,1249.84,mobile,Bhopal,5,0.036
T0001155,C003648,2025-10-02,2674.67,online,Pune,5,0.027
T0001156,C001084,2025-09-04,4293.08,online,Chennai,5,0.139
T0001157,C004059,2025-07-22,1254.63,store,Bengaluru,2,0.136
T0001158,C002794,2024-07-12,472.23,mobile,Pune,6,0.048
T0001159,C006023,2025-10-30,16949.27,online,Chennai,1,0.004
T0001160,C002377,2025-10-15,3520.44,online,Hyderabad,8,0.218
T0001161,C001828,2024-11-03,1831.95,mobile,Kolkata,11,0.039
T0001162,C001899,2025-08-17,2218.98,online,Jaipur,2,0.027
T0001163,C005193,2024-03-19,6143.48,online,Lucknow,5,0.045
T0001164,C000227,2025-08-19,3665.51,online,Delhi,10,0.071
T0001165,C001392,2025-05-11,913.24,store,Jaipur,8,0.054
T0001166,C004947,2024-12-24,1033.75,online,Jaipur,11,0.119
T0001167,C002795,2025-08-21,1482.51,mobile,Chennai,11,0.154
T0001168,C004255,2025-07-25,1320.26,online,Hyderabad,4,0.012
T0001169,C003618,2025-12-28,475.96,phone,Pune,1,0.099
T0001170,C003960,2025-08-24,3897.28,online,Bhopal,2,0.096
T0001171,C002574,2025-04-15,5545.12,online,Kolkata,8,0.032
T0001172,C000954,2024-06-21,10346.68,online,Kolkata,1,0.048
T0001173,C002191,2025-09-19,525.71,phone,Kochi,11,0.051
T0001174,C002607,2024-08-01,430.94,online,Hyderabad,11,0.108
T0001175,C000658,2024-03-27,2032.34,online,Kolkata,4,0.003
T0001176,C003773,2024-01-28,283.89,store,Hyderabad,11,0.027
T0001177,C003292,2025-05-24,2507.24,online,Kolkata,8,0.053
T0001178,C001232,2024-06-04,1272.45,mobile,Pune,5,0.028
T0001179,C003204,2025-05-18,1842.47,store,Bhopal,10,0.085
T0001180,C000027,2024-12-17,1740.71,store,Bhopal,4,0.023
T0001181,C001116,2025-01-03,10707.78,mobile,Bhopal,2,0.006
T0001182,C003627,2025-08-18,1656.7,mobile,Jaipur,10,0.035
T0001183,C000220,2025-10-01,891.64,online,Mumbai,11,0.021
T0001184,C003939,2024-06-12,12601.04,store,Kochi,10,0.015
T0001185,C001274,2024-03-02,625.69,online,Chennai,6,0.037
T0001186,C000207,2025-12-26,1336.93,online,Delhi,1,0.04
T0001187,C004021,2025-05-24,791.66,mobile,Chennai,2,0.042
T0001188,C000853,2024-10-05,1590.4,mobile,Jaipur,8,0.175
T0001189,C001711,2025-08-22,1279.94,online,Bhopal,3,
T0001190,C005674,2025-06-19,79356.32851009235,online,Bengaluru,11,0.021
T0001191,C002654,2024-02-10,3824.46,online,Delhi,6,0.046
T0001192,C003721,2024-01-23,485.02,phone,Mumbai,8,
T0001193,C000206,2025-03-28,1258.45,online,Delhi,3,0.043
T0001194,C004847,2024-01-05,5900.15,mobile,Kochi,4,
T0001195,C001678,2025-04-17,1480.16,online,Kochi,7,0.092
T0001196,C003342,2024-06-23,7805.48,online,Mumbai,11,0.007
T0001197,C004723,2024-09-10,5123.39,online,Hyderabad,3,0.082
T0001198,C005346,2025-07-21,3154.95,online,Lucknow,3,0.262
T0001199,C000532,2025-10-23,3106.85,online,Kochi,6,0.14
T0001200,C001554,2025-09-28,4714.54,store,Kolkata,10,
T0001201,C001088,2024-06-16,190.14,online,Ahmedabad,3,0.019
T0001202,C001191,2024-08-29,1343.6,mobile,Jaipur,3,0.041
T0001203,C005140,2024-11-20,1675.08,mobile,Lucknow,7,0.028
T0001204,C003196,2024-12-03,308.16,store,Jaipur,11,0.022
T0001205,C002067,2024-02-10,8267.47,mobile,Jaipur,4,0.035
T0001206,C000995,2024-02-04,1195.86,store,Ahmedabad,1,0.038
T0001207,C002737,2025-09-20,3830.84,online,Delhi,8,0.024
T0001208,C002456,2024-03-13,2599.19,mobile,Jaipur,5,0.216
T0001209,C005470,2025-03-10,4149.87,store,Kolkata,4,0.328
T0001210,C003076,2025-05-09,8552.75,mobile,Bengaluru,6,
T0001211,C003358,2025-03-14,956.15,online,Bengaluru,4,0.084
T0001212,C005605,2024-12-22,1763.09,store,Kochi,9,0.019
T0001213,C001244,2025-08-16,2907.76,online,Mumbai,10,0.058
T0001214,C000842,2024-09-10,3654.64,online,Pune,3,0.03
T0001215,C000426,2024-09-19,749.77,store,Delhi,9,0.028
T0001216,C003471,2025-06-16,415.61,online,Lucknow,3,
T0001217,C005532,2024-08-31,140.94,mobile,Kolkata,1,0.009
T0001218,C004515,2025-04-10,948.66,online,Kolkata,3,0.284
T0001219,C001731,2024-10-03,1258.11,mobile,Kolkata,5,0.029
T0001220,C005635,2024-05-26,728.08,store,Jaipur,8,0.158
T0001221,C003700,2025-11-21,8177.24,mobile,Lucknow,6,0.06
T0001222,C004391,2025-02-19,4290.11,mobile,Bhopal,1,0.115
T0001223,C004875,2024-03-07,664.91,online,Kochi,3,0.009
T0001224,C003691,2024-03-12,2664.56,online,Pune,10,0.046
T0001225,C004320,2024-01-27,2405.54,store,Hyderabad,8,0.103
T0001226,C004013,2025-06-07,14659.84,store,Chennai,1,0.021
T0001227,C000830,2024-08-29,2509.66,mobile,Mumbai,4,0.088
T0001228,C003771,2025-03-05,704.37,store,Kolkata,4,0.2
T0001229,C000708,2025-06-05,731.97,mobile,Bhopal,4,0.025
T0001230,C005367,2024-09-14,538.9,mobile,Delhi,4,0.069
T0001231,C005507,2025-06-01,789.08,mobile,Ahmedabad,5,0.064
T0001232,C001531,2025-06-09,3382.72,mobile,Mumbai,5,0.048
T0001233,C003572,2025-03-24,640.07,online,Kochi,2,0.117
T0001234,C000244,2024-02-18,1080.38,online,Jaipur,11,0.149
T0001235,C001509,2025-11-20,5904.45,mobile,Bhopal,9,0.002
T0001236,C002797,2024-01-26,467.32,store,Delhi,7,0.005
T0001237,C001736,2025-07-10,592.42,online,Mumbai,9,0.075
T0001238,C003560,2024-05-02,5948.32,store,Bhopal,1,0.054
T0001239,C001869,2024-07-09,552.32,store,Hyderabad,4,0.156
T0001240,C000358,2024-06-29,5247.73,store,Mumbai,4,0.014
